0.5595 -0.4282 0.1178 -0.0734 0.1611 0.3864 0.7771 0.1581 0.0870 -1.1028 0.3322
-0.6373 0.4438 -0.0433 -0.0120 -0.0482 -0.1415 -0.3416 0.1353 -0.1798 0.9071 -0.1171
