0.6805 -1.1410 0.1869
0.0483 1.1912 -0.8887
0.8025 -0.0138 -0.8286
0.1067 0.0255 -0.6717
0.2389 0.2439 -0.8494
0.1403 0.9758 0.4100
1.0811 -0.3156 -0.0477
-0.3948 0.3926 -0.5434
-0.5720 0.9754 -0.4028
1.8697 -0.3157 -0.4746
0.6802 -0.1969 0.6791
